filename,gcs_url,drive_id
"1935_135_3_Silver_Dime_of_The_United_States,_United_States,_1_obv.jpg","https://storage.googleapis.com/art-of-metal-coins/coins/ans/1935_135_3_Silver_Dime_of_The_United_States,_United_States,_1_obv.jpg",1eDSC4ocu-wY_dXA144NF5Y04UBssJWrz
"1935_135_2_Silver_Dime_of_The_United_States,_United_States,_1_rev.jpg","https://storage.googleapis.com/art-of-metal-coins/coins/ans/1935_135_2_Silver_Dime_of_The_United_States,_United_States,_1_rev.jpg",1Bqw-iimSBWLUbM8Ce_1NBvrvInlVkcHl
"1935_135_2_Silver_Dime_of_The_United_States,_United_States,_1_obv.jpg","https://storage.googleapis.com/art-of-metal-coins/coins/ans/1935_135_2_Silver_Dime_of_The_United_States,_United_States,_1_obv.jpg",1XFdy1ZThOdua5N-Q-yYu8JzKwAi5btaB
"1935_135_1_Silver_Dime_of_The_United_States,_United_States,_1_rev.jpg","https://storage.googleapis.com/art-of-metal-coins/coins/ans/1935_135_1_Silver_Dime_of_The_United_States,_United_States,_1_rev.jpg",1GdWYVuCcxfnDjxwFKU9CWVUE8Gkx9bAe
"1935_135_1_Silver_Dime_of_The_United_States,_United_States,_1_obv.jpg","https://storage.googleapis.com/art-of-metal-coins/coins/ans/1935_135_1_Silver_Dime_of_The_United_States,_United_States,_1_obv.jpg",1WuWd5s4Gt8F03zeFXgHwHmzwR5eO1IiF
"1935_134_31_Silver_1_2_dollar,_United_States,_1935._1935.134.3_rev.jpg","https://storage.googleapis.com/art-of-metal-coins/coins/ans/1935_134_31_Silver_1_2_dollar,_United_States,_1935._1935.134.3_rev.jpg",1n0jzUJVqKFkO3meY_Eeyrpt-lIYL1FPB
"1935_134_31_Silver_1_2_dollar,_United_States,_1935._1935.134.3_obv.jpg","https://storage.googleapis.com/art-of-metal-coins/coins/ans/1935_134_31_Silver_1_2_dollar,_United_States,_1935._1935.134.3_obv.jpg",1lIy2iXzh43WjFgQ2iuGf_yRwKjp8wYHE
"1935_134_30_Silver_1_2_dollar,_United_States,_1935._1935.134.3_rev.jpg","https://storage.googleapis.com/art-of-metal-coins/coins/ans/1935_134_30_Silver_1_2_dollar,_United_States,_1935._1935.134.3_rev.jpg",1o2IKaul7cix1wP9YEPc6fTmDBzb7nEQD
"1935_134_30_Silver_1_2_dollar,_United_States,_1935._1935.134.3_obv.jpg","https://storage.googleapis.com/art-of-metal-coins/coins/ans/1935_134_30_Silver_1_2_dollar,_United_States,_1935._1935.134.3_obv.jpg",1m2FXCnpuLG54L4jNlKWeUNUo-A1GULhp
"1935_134_29_Silver_1_2_dollar,_United_States,_1935._1935.134.2_rev.jpg","https://storage.googleapis.com/art-of-metal-coins/coins/ans/1935_134_29_Silver_1_2_dollar,_United_States,_1935._1935.134.2_rev.jpg",16zZ7Gg8wnfTj50A3m7poJxLSd1xbzkl2
"1935_134_29_Silver_1_2_dollar,_United_States,_1935._1935.134.2_obv.jpg","https://storage.googleapis.com/art-of-metal-coins/coins/ans/1935_134_29_Silver_1_2_dollar,_United_States,_1935._1935.134.2_obv.jpg",1xZYU345J7t2NKYmYw9POX2Mhy6DYnjKb
"1935_134_28_Silver_1_2_dollar,_United_States,_1935._1935.134.2_rev.jpg","https://storage.googleapis.com/art-of-metal-coins/coins/ans/1935_134_28_Silver_1_2_dollar,_United_States,_1935._1935.134.2_rev.jpg",1jjXNI-rkjsvexlvLbMbWHy45Q0F0RMHA
"1935_134_28_Silver_1_2_dollar,_United_States,_1935._1935.134.2_obv.jpg","https://storage.googleapis.com/art-of-metal-coins/coins/ans/1935_134_28_Silver_1_2_dollar,_United_States,_1935._1935.134.2_obv.jpg",15bJFC1kuIFF8tvdZ3ZC96Yzc73870mWR
"1935_134_27_Silver_1_2_dollar,_United_States,_1935._1935.134.2_rev.jpg","https://storage.googleapis.com/art-of-metal-coins/coins/ans/1935_134_27_Silver_1_2_dollar,_United_States,_1935._1935.134.2_rev.jpg",1wf30HOcTb7zE0n8pw3_mq0NmhyvGM6yO
"1935_134_27_Silver_1_2_dollar,_United_States,_1935._1935.134.2_obv.jpg","https://storage.googleapis.com/art-of-metal-coins/coins/ans/1935_134_27_Silver_1_2_dollar,_United_States,_1935._1935.134.2_obv.jpg",1KI1e_FxI_BxOwPnBsBD7GWqIvPnfWAsa
"1935_134_26_Silver_1_2_dollar,_United_States,_1935._1935.134.2_rev.jpg","https://storage.googleapis.com/art-of-metal-coins/coins/ans/1935_134_26_Silver_1_2_dollar,_United_States,_1935._1935.134.2_rev.jpg",1K8lN-981-9YrcP9eSl3z27ZUEmgTTQFJ
"1935_134_26_Silver_1_2_dollar,_United_States,_1935._1935.134.2_obv.jpg","https://storage.googleapis.com/art-of-metal-coins/coins/ans/1935_134_26_Silver_1_2_dollar,_United_States,_1935._1935.134.2_obv.jpg",1YyfgzHTRj8y2cdOJExLb2olWBghC8VLq
"1935_134_25_Silver_1_2_dollar,_United_States,_1935._1935.134.2_rev.jpg","https://storage.googleapis.com/art-of-metal-coins/coins/ans/1935_134_25_Silver_1_2_dollar,_United_States,_1935._1935.134.2_rev.jpg",1x0I8QbAlsqH28LyJXDkHvK8v1Qm0960q
"1935_134_25_Silver_1_2_dollar,_United_States,_1935._1935.134.2_obv.jpg","https://storage.googleapis.com/art-of-metal-coins/coins/ans/1935_134_25_Silver_1_2_dollar,_United_States,_1935._1935.134.2_obv.jpg",1HTrMt8fo1O8Fm0gP-ftkS_dzM8KhACdW
"1935_134_24_Silver_1_2_dollar,_United_States,_1935._1935.134.2_rev.jpg","https://storage.googleapis.com/art-of-metal-coins/coins/ans/1935_134_24_Silver_1_2_dollar,_United_States,_1935._1935.134.2_rev.jpg",1D6_hbYOFU1joZk1Jb0U2FXgwkguxAyQo
"1935_134_24_Silver_1_2_dollar,_United_States,_1935._1935.134.2_obv.jpg","https://storage.googleapis.com/art-of-metal-coins/coins/ans/1935_134_24_Silver_1_2_dollar,_United_States,_1935._1935.134.2_obv.jpg",1vXwWNaD_KcfMaMvYaXPW8JK2JnzhIcSB
"1935_134_23_Silver_1_4_Dollar,_United_States,_1935._1935.134.2_rev.jpg","https://storage.googleapis.com/art-of-metal-coins/coins/ans/1935_134_23_Silver_1_4_Dollar,_United_States,_1935._1935.134.2_rev.jpg",1ktHOC44YqfDwG-FmX9Uf6DxE-49fYUsJ
"1935_134_23_Silver_1_4_Dollar,_United_States,_1935._1935.134.2_obv.jpg","https://storage.googleapis.com/art-of-metal-coins/coins/ans/1935_134_23_Silver_1_4_Dollar,_United_States,_1935._1935.134.2_obv.jpg",1rAgQTFjvQcoytbtUBzf7qMl-ONgyYkOP
"1935_134_22_Silver_1_4_Dollar,_United_States,_1935._1935.134.2_rev.jpg","https://storage.googleapis.com/art-of-metal-coins/coins/ans/1935_134_22_Silver_1_4_Dollar,_United_States,_1935._1935.134.2_rev.jpg",1y7yPZxg0-PH7BhAlCpzapfn8wiIglShr
"1935_134_22_Silver_1_4_Dollar,_United_States,_1935._1935.134.2_obv.jpg","https://storage.googleapis.com/art-of-metal-coins/coins/ans/1935_134_22_Silver_1_4_Dollar,_United_States,_1935._1935.134.2_obv.jpg",1WmXZNA4eL5m5-W9qWA3xfRK-5WfZPsIM
"1935_134_21_Silver_1_4_Dollar,_United_States,_1935._1935.134.2_rev.jpg","https://storage.googleapis.com/art-of-metal-coins/coins/ans/1935_134_21_Silver_1_4_Dollar,_United_States,_1935._1935.134.2_rev.jpg",12l4QH1lMuU-JBBtMtPHBsnYD2BrS29V-
"1935_134_21_Silver_1_4_Dollar,_United_States,_1935._1935.134.2_obv.jpg","https://storage.googleapis.com/art-of-metal-coins/coins/ans/1935_134_21_Silver_1_4_Dollar,_United_States,_1935._1935.134.2_obv.jpg",1nwOoIOyReQF3_b1PHje3jYXAymo3HbPQ
"1935_134_20_Cupronickel_5_cent_of_The_United_States,_United_St_rev.jpg","https://storage.googleapis.com/art-of-metal-coins/coins/ans/1935_134_20_Cupronickel_5_cent_of_The_United_States,_United_St_rev.jpg",1on1ZFwpEffvumE7mnA8IZkvB2IO98_Yz
"1935_134_20_Cupronickel_5_cent_of_The_United_States,_United_St_obv.jpg","https://storage.googleapis.com/art-of-metal-coins/coins/ans/1935_134_20_Cupronickel_5_cent_of_The_United_States,_United_St_obv.jpg",1av82BoFWTWSuAfvnUT6hfSyAmG3v-HR9
"1935_134_19_Cupronickel_5_cent_of_The_United_States,_United_St_rev.jpg","https://storage.googleapis.com/art-of-metal-coins/coins/ans/1935_134_19_Cupronickel_5_cent_of_The_United_States,_United_St_rev.jpg",1G-NjmuGwkz-Tl_J685WgsxXCW8m7grs9
"1935_134_19_Cupronickel_5_cent_of_The_United_States,_United_St_obv.jpg","https://storage.googleapis.com/art-of-metal-coins/coins/ans/1935_134_19_Cupronickel_5_cent_of_The_United_States,_United_St_obv.jpg",164DpqFjo6jrm1e32nglpuKOBFH19hznA
"1935_134_18_Cupronickel_5_cent_of_The_United_States,_United_St_rev.jpg","https://storage.googleapis.com/art-of-metal-coins/coins/ans/1935_134_18_Cupronickel_5_cent_of_The_United_States,_United_St_rev.jpg",1tkv_llOYApHAEUUEiI2Dv-QE4OOsCF8F
"1935_134_18_Cupronickel_5_cent_of_The_United_States,_United_St_obv.jpg","https://storage.googleapis.com/art-of-metal-coins/coins/ans/1935_134_18_Cupronickel_5_cent_of_The_United_States,_United_St_obv.jpg",1sEObm21Ds4kR2jm5J9der-eMQosDAiva
"1935_134_14_Silver_Dollar,_United_States,_1935._1935.134.14_rev.jpg","https://storage.googleapis.com/art-of-metal-coins/coins/ans/1935_134_14_Silver_Dollar,_United_States,_1935._1935.134.14_rev.jpg",123W5bRnSIx9Ve0edJihPAkj1CUkbYw4E
"1935_134_14_Silver_Dollar,_United_States,_1935._1935.134.14_obv.jpg","https://storage.googleapis.com/art-of-metal-coins/coins/ans/1935_134_14_Silver_Dollar,_United_States,_1935._1935.134.14_obv.jpg",1E1owTtjXzNUweAWDfYod3XyDf4KRFben
"1935_134_13_Silver_Dollar,_United_States,_1935._1935.134.13_rev.jpg","https://storage.googleapis.com/art-of-metal-coins/coins/ans/1935_134_13_Silver_Dollar,_United_States,_1935._1935.134.13_rev.jpg",14xgKfs5MSpXdXG817ya87QfksviYdsVp
"1935_134_13_Silver_Dollar,_United_States,_1935._1935.134.13_obv.jpg","https://storage.googleapis.com/art-of-metal-coins/coins/ans/1935_134_13_Silver_Dollar,_United_States,_1935._1935.134.13_obv.jpg",121SCfZ7TWrsGOmME_xVhITD7PQclG8uO
"1935_134_12_Silver_Dollar,_United_States,_1926._1935.134.12_rev.jpg","https://storage.googleapis.com/art-of-metal-coins/coins/ans/1935_134_12_Silver_Dollar,_United_States,_1926._1935.134.12_rev.jpg",1YLRAH1MiyxE4GG__HZOH1K_qVFLIg6Ub
"1935_134_12_Silver_Dollar,_United_States,_1926._1935.134.12_obv.jpg","https://storage.googleapis.com/art-of-metal-coins/coins/ans/1935_134_12_Silver_Dollar,_United_States,_1926._1935.134.12_obv.jpg",1PJEdP10zAuO1IUa8OqMaC3J2IPOELXgN
"1935_134_11_Silver_Dollar,_United_States,_1900._1935.134.11_rev.jpg","https://storage.googleapis.com/art-of-metal-coins/coins/ans/1935_134_11_Silver_Dollar,_United_States,_1900._1935.134.11_rev.jpg",1UYiTKnzklLfSElL0Gop-Eb008DDJB44k
"1935_134_11_Silver_Dollar,_United_States,_1900._1935.134.11_obv.jpg","https://storage.googleapis.com/art-of-metal-coins/coins/ans/1935_134_11_Silver_Dollar,_United_States,_1900._1935.134.11_obv.jpg",10AJ0-tuJiSNBAbWFzBh7IkLHMv3-40ld
"1935_114_2_Silver_1_2_dollar,_United_States,_1935._1935.114.2_rev.jpg","https://storage.googleapis.com/art-of-metal-coins/coins/ans/1935_114_2_Silver_1_2_dollar,_United_States,_1935._1935.114.2_rev.jpg",1PovExaI4kt0PoEl35WEgjV9CbeAV458l
"1935_114_2_Silver_1_2_dollar,_United_States,_1935._1935.114.2_obv.jpg","https://storage.googleapis.com/art-of-metal-coins/coins/ans/1935_114_2_Silver_1_2_dollar,_United_States,_1935._1935.114.2_obv.jpg",1aaIAZY-rMo9K9za3pBuoJkwv89Z09p7W
"1935_101_4_Silver_1_2_dollar,_United_States,_1935._1935.101.4_rev.jpg","https://storage.googleapis.com/art-of-metal-coins/coins/ans/1935_101_4_Silver_1_2_dollar,_United_States,_1935._1935.101.4_rev.jpg",12y_I7jAh1FFHVI7eHFSwMbId4bSiSlLg
"1935_101_4_Silver_1_2_dollar,_United_States,_1935._1935.101.4_obv.jpg","https://storage.googleapis.com/art-of-metal-coins/coins/ans/1935_101_4_Silver_1_2_dollar,_United_States,_1935._1935.101.4_obv.jpg",1GEq1y-UIRCc2dWmjdHXA4qOuse1YszQh
"1935_101_3_Silver_1_2_dollar,_United_States,_1935._1935.101.3_rev.jpg","https://storage.googleapis.com/art-of-metal-coins/coins/ans/1935_101_3_Silver_1_2_dollar,_United_States,_1935._1935.101.3_rev.jpg",1Fft49-p7u11IA4wTKs61wRpRRy01zpiD
"1935_101_3_Silver_1_2_dollar,_United_States,_1935._1935.101.3_obv.jpg","https://storage.googleapis.com/art-of-metal-coins/coins/ans/1935_101_3_Silver_1_2_dollar,_United_States,_1935._1935.101.3_obv.jpg",1T7TJo0X-iZKiQZ7wPqASn5XIWTnu5wpc
"1934_83_9_Silver_Dollar,_United_States,_1922._1934.83.9_rev.jpg","https://storage.googleapis.com/art-of-metal-coins/coins/ans/1934_83_9_Silver_Dollar,_United_States,_1922._1934.83.9_rev.jpg",1IW9khGfolOmiFL2KjYZrXaybIQqW2qCw
"1934_83_9_Silver_Dollar,_United_States,_1922._1934.83.9_obv.jpg","https://storage.googleapis.com/art-of-metal-coins/coins/ans/1934_83_9_Silver_Dollar,_United_States,_1922._1934.83.9_obv.jpg",1Go-HEwkJBFDcN3wKi4NJQSJmPTJD1Lo-
"1934_81_6_Silver_Dollar,_United_States,_1928._1934.81.6_rev.jpg","https://storage.googleapis.com/art-of-metal-coins/coins/ans/1934_81_6_Silver_Dollar,_United_States,_1928._1934.81.6_rev.jpg",1KIHT8yKyBjWqNaMKwrgW9VdlBjHGssRm
"1934_81_6_Silver_Dollar,_United_States,_1928._1934.81.6_obv.jpg","https://storage.googleapis.com/art-of-metal-coins/coins/ans/1934_81_6_Silver_Dollar,_United_States,_1928._1934.81.6_obv.jpg",1WxeS0KUJSwvzRIInURXmB-aSNMjozWNv
"1934_81_5_Silver_Dollar,_United_States,_1927._1934.81.5_rev.jpg","https://storage.googleapis.com/art-of-metal-coins/coins/ans/1934_81_5_Silver_Dollar,_United_States,_1927._1934.81.5_rev.jpg",1gzYE7ACYutoi52uGsFn6dMzPIjTEKJjK
"1934_81_5_Silver_Dollar,_United_States,_1927._1934.81.5_obv.jpg","https://storage.googleapis.com/art-of-metal-coins/coins/ans/1934_81_5_Silver_Dollar,_United_States,_1927._1934.81.5_obv.jpg",1bWfED4sob7yitmLpxwzhbpsCprZO5tb5
"1934_81_4_Silver_Dollar,_United_States,_1926._1934.81.4_rev.jpg","https://storage.googleapis.com/art-of-metal-coins/coins/ans/1934_81_4_Silver_Dollar,_United_States,_1926._1934.81.4_rev.jpg",1P0NRvQ43BXOr0DJAnCmZ8hZ9EL6vNgQ0
"1934_81_4_Silver_Dollar,_United_States,_1926._1934.81.4_obv.jpg","https://storage.googleapis.com/art-of-metal-coins/coins/ans/1934_81_4_Silver_Dollar,_United_States,_1926._1934.81.4_obv.jpg",1T_VZpYeq7OWyE50p0FE4b7UgOiGpbpsg
"1934_81_3_Silver_Dollar,_United_States,_1925._1934.81.3_rev.jpg","https://storage.googleapis.com/art-of-metal-coins/coins/ans/1934_81_3_Silver_Dollar,_United_States,_1925._1934.81.3_rev.jpg",1yv3ugmxVk2_BzNir_Fk3Kgm0kDiCo5Ob
"1934_81_3_Silver_Dollar,_United_States,_1925._1934.81.3_obv.jpg","https://storage.googleapis.com/art-of-metal-coins/coins/ans/1934_81_3_Silver_Dollar,_United_States,_1925._1934.81.3_obv.jpg",1nqUgPryX4dHokVV6HlZnaIbbkTUwvdwl
"1934_81_2_Silver_Dollar,_United_States,_1924._1934.81.2_rev.jpg","https://storage.googleapis.com/art-of-metal-coins/coins/ans/1934_81_2_Silver_Dollar,_United_States,_1924._1934.81.2_rev.jpg",161Flty1OKEFI4vBNusOjNgrUuyut3hQI
"1934_81_2_Silver_Dollar,_United_States,_1924._1934.81.2_obv.jpg","https://storage.googleapis.com/art-of-metal-coins/coins/ans/1934_81_2_Silver_Dollar,_United_States,_1924._1934.81.2_obv.jpg",1Kf33VcBgZRMmKPbyAefKZM52zh4WpBYK
"1934_3_2_Gold_50_dollar,_United_States,_1915._1934.3.2_rev.jpg","https://storage.googleapis.com/art-of-metal-coins/coins/ans/1934_3_2_Gold_50_dollar,_United_States,_1915._1934.3.2_rev.jpg",13h64bOX6o95pQWqi3ubM6PBjy7tSuPS7
"1934_3_2_Gold_50_dollar,_United_States,_1915._1934.3.2_obv.jpg","https://storage.googleapis.com/art-of-metal-coins/coins/ans/1934_3_2_Gold_50_dollar,_United_States,_1915._1934.3.2_obv.jpg",1F9oq7k-pLpQl7EscWeiEyAgqzEjn-iLA
"1924_234_6_Gold_20_Dollar,_United_States,_1924._1924.234.6_rev.jpg","https://storage.googleapis.com/art-of-metal-coins/coins/ans/1924_234_6_Gold_20_Dollar,_United_States,_1924._1924.234.6_rev.jpg",1B99AjTmrXGq3f1iMFvmKz7CzqV5IowRg
"1924_234_6_Gold_20_Dollar,_United_States,_1924._1924.234.6_obv.jpg","https://storage.googleapis.com/art-of-metal-coins/coins/ans/1924_234_6_Gold_20_Dollar,_United_States,_1924._1924.234.6_obv.jpg",10a-jBZFXOq3lNFIchd3a53VaGuYBt4Vp
"1924_234_5_Silver_1_4_Dollar,_United_States,_1924._1924.234.5_rev.jpg","https://storage.googleapis.com/art-of-metal-coins/coins/ans/1924_234_5_Silver_1_4_Dollar,_United_States,_1924._1924.234.5_rev.jpg",1RVsgaHFZNwfUPkVVZYemSNdisjtsZTzw
"1924_234_5_Silver_1_4_Dollar,_United_States,_1924._1924.234.5_obv.jpg","https://storage.googleapis.com/art-of-metal-coins/coins/ans/1924_234_5_Silver_1_4_Dollar,_United_States,_1924._1924.234.5_obv.jpg",1JMne47A-E0CVN6_V5VGUu9AYe_VVDJK2
"1924_234_3_Silver_Dime_of_The_United_States,_United_States,_1_rev.jpg","https://storage.googleapis.com/art-of-metal-coins/coins/ans/1924_234_3_Silver_Dime_of_The_United_States,_United_States,_1_rev.jpg",1QxXI9uRjIHOKgIObAlbzy7qmX6HFrgp5
"1924_234_3_Silver_Dime_of_The_United_States,_United_States,_1_obv.jpg","https://storage.googleapis.com/art-of-metal-coins/coins/ans/1924_234_3_Silver_Dime_of_The_United_States,_United_States,_1_obv.jpg",1gfNS0rXld926RpzVi8GKT9QVAA_fzyyD
"1924_234_2_Silver_Dime_of_The_United_States,_United_States,_1_rev.jpg","https://storage.googleapis.com/art-of-metal-coins/coins/ans/1924_234_2_Silver_Dime_of_The_United_States,_United_States,_1_rev.jpg",1bLhpc5ElG9Nn84WxI9CzK00dfxtFMtwo
"1924_234_2_Silver_Dime_of_The_United_States,_United_States,_1_obv.jpg","https://storage.googleapis.com/art-of-metal-coins/coins/ans/1924_234_2_Silver_Dime_of_The_United_States,_United_States,_1_obv.jpg",1wuz-52UmiKJmKmIGPUFJM3GH2UuMP7Vd
"1924_234_1_Silver_Dollar,_United_States,_1924._1924.234.1_rev.jpg","https://storage.googleapis.com/art-of-metal-coins/coins/ans/1924_234_1_Silver_Dollar,_United_States,_1924._1924.234.1_rev.jpg",1tyWNXS6DcXDOng4xgcF-RkLgfzJbr_6_
"1924_234_1_Silver_Dollar,_United_States,_1924._1924.234.1_obv.jpg","https://storage.googleapis.com/art-of-metal-coins/coins/ans/1924_234_1_Silver_Dollar,_United_States,_1924._1924.234.1_obv.jpg",1GwcgUGVrCfTeHl9eNMSc0ql2wdeJEe62
